City,Latitude,Longitude,Rainfall_mm,River_Level_m,Soil_Moisture_%,Elevation_m,Risk_Label
Guwahati,26.1445,91.7362,0.0,28.86,10.0,55,0
Guwahati,26.1445,91.7362,40.36,36.64,44.58,55,0
Guwahati,26.1445,91.7362,0.0,28.42,10.0,55,0
Guwahati,26.1445,91.7362,11.65,27.96,10.0,55,0
Guwahati,26.1445,91.7362,38.08,34.74,46.37,55,0
Guwahati,26.1445,91.7362,9.99,24.0,10.0,55,0
Guwahati,26.1445,91.7362,0.0,30.28,10.0,55,0
Guwahati,26.1445,91.7362,0.0,29.04,10.0,55,0
Guwahati,26.1445,91.7362,29.5,41.25,24.17,55,2
Guwahati,26.1445,91.7362,0.0,26.93,10.0,55,0
Guwahati,26.1445,91.7362,17.13,30.08,16.19,55,0
Guwahati,26.1445,91.7362,0.0,26.67,10.0,55,0
Guwahati,26.1445,91.7362,3.04,30.62,10.0,55,0
Guwahati,26.1445,91.7362,2.02,29.28,20.11,55,0
Guwahati,26.1445,91.7362,9.73,30.78,23.12,55,0
Guwahati,26.1445,91.7362,23.95,31.9,18.52,55,0
Guwahati,26.1445,91.7362,40.83,36.17,39.61,55,0
Guwahati,26.1445,91.7362,0.0,29.24,10.0,55,0
Guwahati,26.1445,91.7362,0.0,29.41,10.0,55,0
Guwahati,26.1445,91.7362,84.64,43.22,65.42,55,2
Guwahati,26.1445,91.7362,0.0,26.72,10.0,55,0
Guwahati,26.1445,91.7362,0.0,28.15,10.0,55,0
Guwahati,26.1445,91.7362,22.3,25.98,38.59,55,0
Guwahati,26.1445,91.7362,7.77,29.99,21.42,55,0
Guwahati,26.1445,91.7362,0.0,30.99,10.0,55,0
Guwahati,26.1445,91.7362,63.55,38.56,44.76,55,2
Guwahati,26.1445,91.7362,0.0,25.39,10.0,55,0
Guwahati,26.1445,91.7362,88.41,41.36,70.04,55,2
Guwahati,26.1445,91.7362,0.0,31.47,10.0,55,0
Guwahati,26.1445,91.7362,0.0,30.03,10.0,55,0
Guwahati,26.1445,91.7362,66.72,41.24,72.47,55,2
Guwahati,26.1445,91.7362,88.32,41.85,61.06,55,2
Guwahati,26.1445,91.7362,19.98,31.68,10.0,55,0
Guwahati,26.1445,91.7362,28.66,36.26,28.95,55,0
Guwahati,26.1445,91.7362,29.15,32.9,10.0,55,0
Guwahati,26.1445,91.7362,74.92,38.67,51.33,55,2
Guwahati,26.1445,91.7362,3.21,31.92,10.0,55,0
Guwahati,26.1445,91.7362,61.11,41.89,44.18,55,2
Guwahati,26.1445,91.7362,17.39,33.63,25.45,55,0
Guwahati,26.1445,91.7362,0.0,24.46,10.0,55,0
Guwahati,26.1445,91.7362,2.16,29.03,10.0,55,0
Guwahati,26.1445,91.7362,42.61,32.28,30.2,55,0
Guwahati,26.1445,91.7362,35.16,35.43,27.86,55,0
Guwahati,26.1445,91.7362,0.0,28.41,10.0,55,0
Guwahati,26.1445,91.7362,33.07,35.01,25.11,55,0
Guwahati,26.1445,91.7362,0.0,28.72,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.95,10.0,55,0
Guwahati,26.1445,91.7362,106.05,49.56,96.81,55,2
Guwahati,26.1445,91.7362,0.0,26.08,10.0,55,0
Guwahati,26.1445,91.7362,0.0,26.39,10.0,55,0
Guwahati,26.1445,91.7362,0.0,26.71,10.0,55,0
Guwahati,26.1445,91.7362,13.83,27.24,14.28,55,0
Guwahati,26.1445,91.7362,158.11,59.16,100.0,55,3
Guwahati,26.1445,91.7362,16.85,31.32,20.41,55,0
Guwahati,26.1445,91.7362,0.0,30.91,19.9,55,0
Guwahati,26.1445,91.7362,39.38,36.93,37.04,55,0
Guwahati,26.1445,91.7362,37.67,34.54,27.81,55,0
Guwahati,26.1445,91.7362,73.34,41.8,61.77,55,2
Guwahati,26.1445,91.7362,22.23,34.38,24.51,55,0
Guwahati,26.1445,91.7362,0.0,27.31,10.0,55,0
Guwahati,26.1445,91.7362,0.0,30.06,13.47,55,0
Guwahati,26.1445,91.7362,1.0,31.0,11.51,55,0
Guwahati,26.1445,91.7362,0.0,28.22,10.0,55,0
Guwahati,26.1445,91.7362,0.0,28.4,10.0,55,0
Guwahati,26.1445,91.7362,0.0,26.93,14.96,55,0
Guwahati,26.1445,91.7362,1.62,27.44,10.0,55,0
Guwahati,26.1445,91.7362,53.18,41.45,38.8,55,2
Guwahati,26.1445,91.7362,0.0,27.22,10.0,55,0
Guwahati,26.1445,91.7362,0.0,30.14,10.0,55,0
Guwahati,26.1445,91.7362,33.16,33.95,26.15,55,0
Guwahati,26.1445,91.7362,0.0,30.49,10.0,55,0
Guwahati,26.1445,91.7362,49.55,38.36,36.97,55,0
Guwahati,26.1445,91.7362,39.43,31.13,43.64,55,0
Guwahati,26.1445,91.7362,14.61,29.01,10.0,55,0
Guwahati,26.1445,91.7362,16.42,28.99,19.91,55,0
Guwahati,26.1445,91.7362,0.0,21.69,10.0,55,0
Guwahati,26.1445,91.7362,0.0,24.24,10.0,55,0
Guwahati,26.1445,91.7362,0.0,26.29,10.0,55,0
Guwahati,26.1445,91.7362,1.77,26.46,18.4,55,0
Guwahati,26.1445,91.7362,0.0,27.31,10.0,55,0
Guwahati,26.1445,91.7362,0.0,28.72,10.0,55,0
Guwahati,26.1445,91.7362,11.74,27.84,10.0,55,0
Guwahati,26.1445,91.7362,0.0,26.5,10.0,55,0
Guwahati,26.1445,91.7362,94.41,44.18,72.22,55,2
Guwahati,26.1445,91.7362,0.0,30.16,10.0,55,0
Guwahati,26.1445,91.7362,21.05,33.5,35.13,55,0
Guwahati,26.1445,91.7362,4.34,29.79,10.0,55,0
Guwahati,26.1445,91.7362,104.8,49.89,65.01,55,2
Guwahati,26.1445,91.7362,8.82,30.14,16.33,55,0
Guwahati,26.1445,91.7362,54.26,36.45,36.64,55,1
Guwahati,26.1445,91.7362,0.0,29.16,10.0,55,0
Guwahati,26.1445,91.7362,80.12,46.86,79.32,55,2
Guwahati,26.1445,91.7362,57.22,42.51,54.95,55,2
Guwahati,26.1445,91.7362,0.0,25.4,10.0,55,0
Guwahati,26.1445,91.7362,68.91,42.67,65.86,55,2
Guwahati,26.1445,91.7362,23.96,30.6,31.66,55,0
Guwahati,26.1445,91.7362,53.65,38.15,39.76,55,1
Guwahati,26.1445,91.7362,14.64,28.29,30.83,55,0
Guwahati,26.1445,91.7362,0.0,27.88,10.0,55,0
Guwahati,26.1445,91.7362,16.89,31.25,22.89,55,0
Guwahati,26.1445,91.7362,15.44,36.32,14.31,55,0
Guwahati,26.1445,91.7362,0.0,27.15,10.0,55,0
Guwahati,26.1445,91.7362,37.84,33.6,49.29,55,0
Guwahati,26.1445,91.7362,50.28,38.83,50.81,55,2
Guwahati,26.1445,91.7362,34.98,34.79,34.51,55,0
Guwahati,26.1445,91.7362,0.0,27.02,10.0,55,0
Guwahati,26.1445,91.7362,0.0,29.85,10.0,55,0
Guwahati,26.1445,91.7362,39.96,35.95,38.43,55,0
Guwahati,26.1445,91.7362,17.0,29.15,10.0,55,0
Guwahati,26.1445,91.7362,13.98,27.7,10.0,55,0
Guwahati,26.1445,91.7362,9.45,28.79,13.64,55,0
Guwahati,26.1445,91.7362,58.79,39.46,38.61,55,2
Guwahati,26.1445,91.7362,34.53,31.23,13.73,55,0
Guwahati,26.1445,91.7362,0.0,26.93,10.0,55,0
Guwahati,26.1445,91.7362,8.43,29.74,17.44,55,0
Guwahati,26.1445,91.7362,10.64,28.5,18.66,55,0
Guwahati,26.1445,91.7362,0.0,24.23,12.06,55,0
Guwahati,26.1445,91.7362,29.55,31.83,19.65,55,0
Guwahati,26.1445,91.7362,0.0,28.15,17.32,55,0
Guwahati,26.1445,91.7362,21.65,33.9,25.52,55,0
Guwahati,26.1445,91.7362,9.0,31.47,14.65,55,0
Guwahati,26.1445,91.7362,34.91,33.56,10.55,55,0
Guwahati,26.1445,91.7362,27.81,33.76,19.29,55,0
Guwahati,26.1445,91.7362,4.68,33.54,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.67,11.8,55,0
Guwahati,26.1445,91.7362,50.01,38.82,27.3,55,2
Guwahati,26.1445,91.7362,44.48,36.36,27.2,55,0
Guwahati,26.1445,91.7362,0.0,29.17,10.0,55,0
Guwahati,26.1445,91.7362,15.21,33.12,10.0,55,0
Guwahati,26.1445,91.7362,33.59,33.18,48.51,55,0
Guwahati,26.1445,91.7362,19.78,29.61,10.0,55,0
Guwahati,26.1445,91.7362,23.56,31.46,17.29,55,0
Guwahati,26.1445,91.7362,22.79,34.08,30.47,55,0
Guwahati,26.1445,91.7362,0.0,30.35,10.0,55,0
Guwahati,26.1445,91.7362,0.0,25.14,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.32,10.0,55,0
Guwahati,26.1445,91.7362,5.74,27.66,10.0,55,0
Guwahati,26.1445,91.7362,9.39,25.25,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.02,10.0,55,0
Guwahati,26.1445,91.7362,26.28,35.92,10.0,55,0
Guwahati,26.1445,91.7362,44.87,34.92,37.62,55,0
Guwahati,26.1445,91.7362,18.2,36.03,10.0,55,0
Guwahati,26.1445,91.7362,0.0,30.48,10.0,55,0
Guwahati,26.1445,91.7362,2.49,25.76,10.0,55,0
Guwahati,26.1445,91.7362,0.0,28.85,10.0,55,0
Guwahati,26.1445,91.7362,0.0,29.49,10.0,55,0
Guwahati,26.1445,91.7362,0.0,29.34,10.0,55,0
Guwahati,26.1445,91.7362,34.03,34.55,19.31,55,0
Guwahati,26.1445,91.7362,5.32,30.17,10.0,55,0
Guwahati,26.1445,91.7362,1.07,27.27,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.85,12.02,55,0
Guwahati,26.1445,91.7362,14.71,30.35,10.0,55,0
Guwahati,26.1445,91.7362,28.71,34.11,15.9,55,0
Guwahati,26.1445,91.7362,25.18,33.65,12.01,55,0
Guwahati,26.1445,91.7362,7.18,27.95,32.08,55,0
Guwahati,26.1445,91.7362,18.57,31.59,19.58,55,0
Guwahati,26.1445,91.7362,33.82,34.1,21.16,55,0
Guwahati,26.1445,91.7362,24.2,31.99,10.0,55,0
Guwahati,26.1445,91.7362,0.0,30.56,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.03,10.0,55,0
Guwahati,26.1445,91.7362,3.72,25.34,10.0,55,0
Guwahati,26.1445,91.7362,30.75,35.93,19.01,55,0
Guwahati,26.1445,91.7362,31.85,34.29,37.89,55,0
Guwahati,26.1445,91.7362,19.33,28.32,32.93,55,0
Guwahati,26.1445,91.7362,9.93,30.64,10.0,55,0
Guwahati,26.1445,91.7362,18.1,33.33,33.83,55,0
Guwahati,26.1445,91.7362,34.21,35.45,11.92,55,0
Guwahati,26.1445,91.7362,11.38,28.59,11.45,55,0
Guwahati,26.1445,91.7362,0.0,27.08,10.0,55,0
Guwahati,26.1445,91.7362,0.0,26.42,10.0,55,0
Guwahati,26.1445,91.7362,14.15,25.33,10.0,55,0
Guwahati,26.1445,91.7362,2.9,27.69,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.52,10.0,55,0
Guwahati,26.1445,91.7362,0.0,29.53,10.0,55,0
Guwahati,26.1445,91.7362,18.85,31.41,36.11,55,0
Guwahati,26.1445,91.7362,19.74,30.47,24.0,55,0
Guwahati,26.1445,91.7362,0.0,27.74,10.0,55,0
Guwahati,26.1445,91.7362,11.36,29.1,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.7,10.0,55,0
Guwahati,26.1445,91.7362,40.86,30.39,29.46,55,0
Guwahati,26.1445,91.7362,10.99,30.71,10.0,55,0
Guwahati,26.1445,91.7362,29.42,30.6,17.87,55,0
Guwahati,26.1445,91.7362,20.17,33.62,10.0,55,0
Guwahati,26.1445,91.7362,56.61,37.03,32.17,55,1
Guwahati,26.1445,91.7362,18.05,30.41,10.0,55,0
Guwahati,26.1445,91.7362,19.72,28.39,10.0,55,0
Guwahati,26.1445,91.7362,0.0,29.66,10.0,55,0
Guwahati,26.1445,91.7362,37.78,37.46,33.06,55,0
Guwahati,26.1445,91.7362,15.12,31.09,13.69,55,0
Guwahati,26.1445,91.7362,2.41,27.48,10.0,55,0
Guwahati,26.1445,91.7362,0.0,29.71,10.0,55,0
Guwahati,26.1445,91.7362,9.11,30.12,10.0,55,0
Guwahati,26.1445,91.7362,0.0,26.93,13.68,55,0
Guwahati,26.1445,91.7362,0.0,22.25,10.0,55,0
Guwahati,26.1445,91.7362,29.57,29.95,11.85,55,0
Guwahati,26.1445,91.7362,13.74,35.39,10.0,55,0
Guwahati,26.1445,91.7362,0.0,28.18,12.05,55,0
Guwahati,26.1445,91.7362,0.0,24.26,10.0,55,0
Guwahati,26.1445,91.7362,20.07,35.07,22.62,55,0
Guwahati,26.1445,91.7362,23.91,31.76,43.54,55,0
Guwahati,26.1445,91.7362,1.83,26.64,19.56,55,0
Guwahati,26.1445,91.7362,0.0,23.81,10.0,55,0
Guwahati,26.1445,91.7362,8.97,28.84,17.11,55,0
Chennai,13.0827,80.2707,0.0,3.13,10.0,6,0
Chennai,13.0827,80.2707,0.0,2.88,10.0,6,0
Chennai,13.0827,80.2707,36.69,11.5,10.0,6,2
Chennai,13.0827,80.2707,6.47,4.39,14.53,6,2
Chennai,13.0827,80.2707,9.59,7.42,11.59,6,2
Chennai,13.0827,80.2707,28.82,7.89,24.5,6,2
Chennai,13.0827,80.2707,18.57,5.57,10.0,6,2
Chennai,13.0827,80.2707,0.0,1.5,10.0,6,0
Chennai,13.0827,80.2707,0.0,-0.11,18.63,6,0
Chennai,13.0827,80.2707,0.0,3.4,10.0,6,0
Chennai,13.0827,80.2707,8.32,3.23,10.0,6,0
Chennai,13.0827,80.2707,25.72,10.51,19.5,6,2
Chennai,13.0827,80.2707,20.99,11.0,24.33,6,2
Chennai,13.0827,80.2707,13.72,6.14,17.47,6,2
Chennai,13.0827,80.2707,1.91,2.83,10.0,6,0
Chennai,13.0827,80.2707,0.37,2.34,10.0,6,0
Chennai,13.0827,80.2707,23.11,5.36,26.08,6,2
Chennai,13.0827,80.2707,18.09,8.19,10.0,6,2
Chennai,13.0827,80.2707,0.0,4.12,10.0,6,0
Chennai,13.0827,80.2707,21.06,5.81,24.45,6,2
Chennai,13.0827,80.2707,21.76,7.16,21.58,6,2
Chennai,13.0827,80.2707,12.35,3.83,15.19,6,0
Chennai,13.0827,80.2707,29.71,8.99,10.0,6,2
Chennai,13.0827,80.2707,0.0,-0.56,12.9,6,0
Chennai,13.0827,80.2707,17.7,5.54,10.0,6,2
Chennai,13.0827,80.2707,0.0,1.72,10.0,6,0
Chennai,13.0827,80.2707,8.06,7.29,10.0,6,2
Chennai,13.0827,80.2707,0.0,0.69,10.0,6,0
Chennai,13.0827,80.2707,0.0,2.42,10.0,6,0
Chennai,13.0827,80.2707,20.86,6.0,12.92,6,2
Chennai,13.0827,80.2707,17.04,5.28,17.87,6,2
Chennai,13.0827,80.2707,11.64,5.61,10.0,6,2
Chennai,13.0827,80.2707,24.22,12.28,19.46,6,2
Chennai,13.0827,80.2707,0.0,3.06,10.0,6,0
Chennai,13.0827,80.2707,0.0,2.74,10.0,6,0
Chennai,13.0827,80.2707,23.84,9.32,27.24,6,2
Chennai,13.0827,80.2707,1.03,4.01,10.0,6,0
Chennai,13.0827,80.2707,18.84,9.07,20.6,6,2
Chennai,13.0827,80.2707,1.86,2.96,19.55,6,0
Chennai,13.0827,80.2707,2.09,5.52,10.0,6,2
Chennai,13.0827,80.2707,2.32,0.78,10.0,6,0
Chennai,13.0827,80.2707,8.28,8.27,10.0,6,2
Chennai,13.0827,80.2707,39.13,11.58,35.08,6,2
Chennai,13.0827,80.2707,0.0,3.63,10.0,6,0
Chennai,13.0827,80.2707,20.12,5.07,30.17,6,2
Chennai,13.0827,80.2707,12.06,6.63,10.0,6,2
Chennai,13.0827,80.2707,0.0,3.15,10.0,6,0
Chennai,13.0827,80.2707,0.0,4.59,10.0,6,2
Chennai,13.0827,80.2707,0.0,0.95,10.0,6,0
Chennai,13.0827,80.2707,7.33,3.94,10.0,6,0
Chennai,13.0827,80.2707,10.1,2.28,10.0,6,0
Chennai,13.0827,80.2707,0.0,4.89,10.0,6,2
Chennai,13.0827,80.2707,21.67,5.06,17.58,6,2
Chennai,13.0827,80.2707,10.01,3.88,10.0,6,0
Chennai,13.0827,80.2707,31.44,12.09,21.33,6,2
Chennai,13.0827,80.2707,14.14,4.86,10.0,6,2
Chennai,13.0827,80.2707,32.58,6.21,23.21,6,2
Chennai,13.0827,80.2707,8.18,7.94,15.51,6,2
Chennai,13.0827,80.2707,0.0,2.99,10.0,6,0
Chennai,13.0827,80.2707,3.8,5.0,10.0,6,2
Chennai,13.0827,80.2707,1.28,4.21,10.0,6,2
Chennai,13.0827,80.2707,9.09,4.24,10.0,6,2
Chennai,13.0827,80.2707,17.37,6.54,10.0,6,2
Chennai,13.0827,80.2707,0.0,0.02,14.56,6,0
Chennai,13.0827,80.2707,18.3,6.45,10.11,6,2
Chennai,13.0827,80.2707,0.0,5.19,19.04,6,2
Chennai,13.0827,80.2707,0.0,5.28,10.0,6,2
Chennai,13.0827,80.2707,4.03,6.81,10.0,6,2
Chennai,13.0827,80.2707,11.15,5.73,10.0,6,2
Chennai,13.0827,80.2707,11.04,4.08,10.0,6,0
Chennai,13.0827,80.2707,0.0,1.95,10.3,6,0
Chennai,13.0827,80.2707,0.0,1.42,10.0,6,0
Chennai,13.0827,80.2707,0.0,1.68,10.0,6,0
Chennai,13.0827,80.2707,19.88,6.37,15.74,6,2
Chennai,13.0827,80.2707,19.82,5.52,12.74,6,2
Chennai,13.0827,80.2707,0.0,0.88,10.0,6,0
Chennai,13.0827,80.2707,0.11,2.25,10.0,6,0
Chennai,13.0827,80.2707,0.0,3.64,10.0,6,0
Chennai,13.0827,80.2707,0.45,1.48,10.0,6,0
Chennai,13.0827,80.2707,4.16,4.27,19.03,6,2
Chennai,13.0827,80.2707,7.96,3.31,10.0,6,0
Chennai,13.0827,80.2707,0.0,0.07,10.0,6,0
Chennai,13.0827,80.2707,0.0,3.98,10.0,6,0
Chennai,13.0827,80.2707,0.0,1.2,14.46,6,0
Chennai,13.0827,80.2707,7.23,6.03,18.79,6,2
Chennai,13.0827,80.2707,9.29,2.47,10.0,6,0
Chennai,13.0827,80.2707,0.0,1.99,10.0,6,0
Chennai,13.0827,80.2707,5.12,4.85,10.0,6,2
Chennai,13.0827,80.2707,5.12,4.83,10.0,6,2
Chennai,13.0827,80.2707,25.41,6.95,32.3,6,2
Chennai,13.0827,80.2707,0.0,2.24,10.0,6,0
Chennai,13.0827,80.2707,10.91,6.9,10.0,6,2
Chennai,13.0827,80.2707,0.0,0.2,13.2,6,0
Chennai,13.0827,80.2707,11.17,3.06,10.0,6,0
Chennai,13.0827,80.2707,23.54,7.15,15.46,6,2
Chennai,13.0827,80.2707,0.0,0.95,11.83,6,0
Chennai,13.0827,80.2707,30.43,7.12,38.4,6,2
Chennai,13.0827,80.2707,0.18,4.1,14.24,6,0
Chennai,13.0827,80.2707,4.97,3.34,11.99,6,0
Chennai,13.0827,80.2707,0.0,5.29,10.0,6,2
Chennai,13.0827,80.2707,0.0,1.79,10.0,6,0
Chennai,13.0827,80.2707,0.0,2.47,10.0,6,0
Chennai,13.0827,80.2707,6.36,5.22,10.0,6,2
Chennai,13.0827,80.2707,16.28,4.64,23.06,6,2
Chennai,13.0827,80.2707,8.71,7.83,31.11,6,2
Chennai,13.0827,80.2707,0.42,2.23,10.0,6,0
Chennai,13.0827,80.2707,15.34,8.72,10.0,6,2
Chennai,13.0827,80.2707,12.34,5.2,16.05,6,2
Chennai,13.0827,80.2707,28.13,8.15,10.0,6,2
Chennai,13.0827,80.2707,17.41,4.82,12.5,6,2
Chennai,13.0827,80.2707,18.02,7.2,13.4,6,2
Chennai,13.0827,80.2707,0.0,-2.8,10.0,6,0
Chennai,13.0827,80.2707,3.46,6.72,10.0,6,2
Chennai,13.0827,80.2707,0.0,5.13,11.51,6,2
Chennai,13.0827,80.2707,3.93,6.17,10.0,6,2
Chennai,13.0827,80.2707,9.24,5.99,15.24,6,2
Chennai,13.0827,80.2707,15.7,5.47,23.5,6,2
Chennai,13.0827,80.2707,5.26,2.91,10.0,6,0
Chennai,13.0827,80.2707,34.16,8.35,40.24,6,2
Chennai,13.0827,80.2707,0.0,3.98,10.0,6,0
Chennai,13.0827,80.2707,29.7,7.63,14.45,6,2
Chennai,13.0827,80.2707,5.37,7.4,10.0,6,2
Chennai,13.0827,80.2707,0.0,3.12,10.0,6,0
Chennai,13.0827,80.2707,0.0,4.7,10.0,6,2
Chennai,13.0827,80.2707,4.95,5.5,10.0,6,2
Chennai,13.0827,80.2707,9.54,7.34,12.37,6,2
Chennai,13.0827,80.2707,0.0,6.04,10.0,6,2
Chennai,13.0827,80.2707,0.0,4.73,10.0,6,2
Chennai,13.0827,80.2707,9.75,6.97,10.0,6,2
Chennai,13.0827,80.2707,0.0,6.01,11.65,6,2
Chennai,13.0827,80.2707,5.78,5.86,10.0,6,2
Chennai,13.0827,80.2707,8.36,4.38,10.0,6,2
Chennai,13.0827,80.2707,12.03,2.99,10.0,6,0
Chennai,13.0827,80.2707,11.4,8.96,10.0,6,2
Chennai,13.0827,80.2707,14.29,7.12,10.0,6,2
Chennai,13.0827,80.2707,12.75,7.31,16.08,6,2
Chennai,13.0827,80.2707,5.83,4.83,10.0,6,2
Chennai,13.0827,80.2707,0.0,3.39,10.0,6,0
Chennai,13.0827,80.2707,0.0,7.97,12.53,6,2
Chennai,13.0827,80.2707,0.0,3.69,14.58,6,0
Chennai,13.0827,80.2707,0.0,3.15,10.0,6,0
Chennai,13.0827,80.2707,0.0,3.76,11.16,6,0
Chennai,13.0827,80.2707,28.11,8.12,47.51,6,2
Chennai,13.0827,80.2707,0.0,3.71,10.0,6,0
Chennai,13.0827,80.2707,8.26,3.61,11.68,6,0
Chennai,13.0827,80.2707,5.22,2.39,10.0,6,0
Chennai,13.0827,80.2707,34.05,10.7,10.22,6,2
Chennai,13.0827,80.2707,14.71,5.55,11.81,6,2
Chennai,13.0827,80.2707,18.48,9.06,10.0,6,2
Chennai,13.0827,80.2707,6.58,3.22,11.24,6,0
Chennai,13.0827,80.2707,5.73,7.43,10.0,6,2
Chennai,13.0827,80.2707,0.0,2.94,23.91,6,0
Chennai,13.0827,80.2707,25.68,2.73,14.25,6,0
Chennai,13.0827,80.2707,0.33,4.33,16.01,6,2
Chennai,13.0827,80.2707,12.25,3.48,11.79,6,0
Chennai,13.0827,80.2707,21.27,6.1,11.81,6,2
Chennai,13.0827,80.2707,0.0,7.34,10.0,6,2
Chennai,13.0827,80.2707,0.0,4.57,10.0,6,2
Chennai,13.0827,80.2707,0.0,6.2,10.0,6,2
Chennai,13.0827,80.2707,50.33,10.23,56.47,6,2
Chennai,13.0827,80.2707,11.94,6.42,10.0,6,2
Chennai,13.0827,80.2707,25.29,6.68,29.5,6,2
Chennai,13.0827,80.2707,80.43,20.95,60.19,6,2
Chennai,13.0827,80.2707,29.4,14.51,37.22,6,2
Chennai,13.0827,80.2707,0.0,3.92,10.0,6,0
Chennai,13.0827,80.2707,0.0,3.41,10.0,6,0
Chennai,13.0827,80.2707,99.79,24.46,82.62,6,2
Chennai,13.0827,80.2707,0.0,3.64,10.0,6,0
Chennai,13.0827,80.2707,51.32,14.41,34.01,6,2
Chennai,13.0827,80.2707,0.0,2.71,10.0,6,0
Chennai,13.0827,80.2707,9.5,4.12,10.0,6,0
Chennai,13.0827,80.2707,40.69,9.74,28.92,6,2
Chennai,13.0827,80.2707,12.21,8.06,10.0,6,2
Chennai,13.0827,80.2707,47.01,12.56,35.81,6,2
Chennai,13.0827,80.2707,35.56,7.92,42.66,6,2
Chennai,13.0827,80.2707,12.61,5.97,20.27,6,2
Chennai,13.0827,80.2707,68.0,17.79,48.5,6,2
Chennai,13.0827,80.2707,12.71,5.69,10.0,6,2
Chennai,13.0827,80.2707,0.0,5.7,10.0,6,2
Chennai,13.0827,80.2707,21.46,7.78,27.72,6,2
Chennai,13.0827,80.2707,8.56,7.0,10.0,6,2
Chennai,13.0827,80.2707,75.27,14.99,51.81,6,2
Chennai,13.0827,80.2707,28.81,8.28,10.0,6,2
Chennai,13.0827,80.2707,1.58,1.24,10.0,6,0
Chennai,13.0827,80.2707,0.0,3.62,10.0,6,0
Chennai,13.0827,80.2707,0.0,6.6,10.0,6,2
Chennai,13.0827,80.2707,0.0,5.14,12.72,6,2
Chennai,13.0827,80.2707,21.51,6.53,17.87,6,2
Chennai,13.0827,80.2707,0.0,4.24,16.38,6,2
Chennai,13.0827,80.2707,32.6,10.14,10.0,6,2
Chennai,13.0827,80.2707,0.0,1.97,10.0,6,0
Chennai,13.0827,80.2707,10.29,7.31,10.0,6,2
Chennai,13.0827,80.2707,94.11,22.88,70.52,6,2
Chennai,13.0827,80.2707,0.0,3.17,10.0,6,0
Chennai,13.0827,80.2707,22.92,6.72,26.27,6,2
Chennai,13.0827,80.2707,6.37,3.78,10.0,6,0
Chennai,13.0827,80.2707,58.16,13.66,36.87,6,2
Chennai,13.0827,80.2707,18.04,7.59,10.0,6,2
Chennai,13.0827,80.2707,22.9,11.21,14.89,6,2
Chennai,13.0827,80.2707,24.02,6.79,18.24,6,2
Chennai,13.0827,80.2707,0.0,2.17,10.0,6,0
Chennai,13.0827,80.2707,32.38,10.0,10.0,6,2
Chennai,13.0827,80.2707,108.63,26.92,71.25,6,2
Chennai,13.0827,80.2707,0.0,4.14,10.0,6,0
Chennai,13.0827,80.2707,33.98,10.02,20.92,6,2
Chennai,13.0827,80.2707,29.88,3.27,18.1,6,0
Chennai,13.0827,80.2707,7.65,6.13,10.0,6,2
Chennai,13.0827,80.2707,11.73,6.46,10.0,6,2
Chennai,13.0827,80.2707,0.0,3.65,10.0,6,0
Chennai,13.0827,80.2707,0.0,4.69,25.12,6,2
Chennai,13.0827,80.2707,13.3,9.4,14.84,6,2
Chennai,13.0827,80.2707,32.92,9.6,39.21,6,2
Chennai,13.0827,80.2707,0.0,-0.13,10.0,6,0
Chennai,13.0827,80.2707,73.43,16.99,62.3,6,2
Chennai,13.0827,80.2707,61.53,14.13,56.21,6,2
Chennai,13.0827,80.2707,15.82,3.08,10.0,6,0
Chennai,13.0827,80.2707,59.86,17.12,49.99,6,2
Chennai,13.0827,80.2707,36.46,8.11,45.48,6,2
Chennai,13.0827,80.2707,38.17,10.45,21.66,6,2
Chennai,13.0827,80.2707,44.24,11.27,27.89,6,2
Chennai,13.0827,80.2707,0.0,2.88,10.0,6,0
Chennai,13.0827,80.2707,35.65,6.14,37.91,6,2
Chennai,13.0827,80.2707,0.0,2.74,10.0,6,0
Chennai,13.0827,80.2707,0.0,0.84,10.0,6,0
Chennai,13.0827,80.2707,0.0,2.86,10.0,6,0
Chennai,13.0827,80.2707,143.71,28.72,100.0,6,2
Chennai,13.0827,80.2707,0.0,1.44,10.0,6,0
Chennai,13.0827,80.2707,1.77,3.73,10.0,6,0
Chennai,13.0827,80.2707,59.7,11.97,45.68,6,2
Chennai,13.0827,80.2707,68.38,13.62,50.88,6,2
Chennai,13.0827,80.2707,0.0,2.15,10.0,6,0
Chennai,13.0827,80.2707,0.0,4.41,10.0,6,2
Chennai,13.0827,80.2707,23.55,6.45,26.16,6,2
Chennai,13.0827,80.2707,9.19,3.91,22.69,6,0
Chennai,13.0827,80.2707,27.19,7.62,31.81,6,2
Chennai,13.0827,80.2707,0.0,5.26,10.0,6,2
Chennai,13.0827,80.2707,0.0,1.47,10.36,6,0
Chennai,13.0827,80.2707,0.0,4.8,10.0,6,2
Chennai,13.0827,80.2707,88.71,22.1,59.43,6,2
Chennai,13.0827,80.2707,33.22,10.04,30.79,6,2
